0.000000000000000000e+00,3.669590773862950783e+01,8.015003472566604614e+00,1.000000000000000021e-03
1.000000000000000000e+00,1.462541238934385923e+01,8.648348465561866760e+00,1.000000000000000021e-03
2.000000000000000000e+00,9.681516933441162820e+00,1.031493793427944183e+01,5.000000000000000104e-04
3.000000000000000000e+00,8.411030035392910165e+00,1.050772988796234131e+01,5.000000000000000104e-04
4.000000000000000000e+00,6.814081699707928763e+00,1.002954469621181488e+01,2.500000000000000052e-04
5.000000000000000000e+00,6.595553550533219678e+00,1.024597950279712677e+01,2.500000000000000052e-04
6.000000000000000000e+00,5.896773387871536265e+00,1.162465675920248032e+01,1.250000000000000026e-04
7.000000000000000000e+00,5.684022839864095289e+00,1.178297879546880722e+01,1.250000000000000026e-04
8.000000000000000000e+00,5.362886640137316974e+00,1.182150844484567642e+01,6.250000000000000130e-05
9.000000000000000000e+00,5.254943591473149489e+00,1.157647748291492462e+01,6.250000000000000130e-05
1.000000000000000000e+01,5.145478357053270280e+00,1.184381256997585297e+01,3.125000000000000065e-05
1.100000000000000000e+01,5.078096630059036443e+00,1.170571880042552948e+01,3.125000000000000065e-05
